nc = 37;
np = 2;
nv = 30;
tt = [
[36, 36, 36, 36, 36, 36, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 97, 97, 97, 97, 97, 97, 97, 97, 97, 97, 97, 97, 97, 97, 46, 46, 51, 51, 51, 44, 44],
[14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 9715.075, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 13632.195000000002, 13539.105000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 13918.697500000002, 13596.837500000001],
[14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 9715.075, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 13632.195000000002, 13539.105000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 13918.697500000002, 13596.837500000001],
[14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 9715.075, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 13632.195000000002, 13539.105000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 13918.697500000002, 13596.837500000001],
[14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 9715.075, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 13632.195000000002, 13539.105000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 13918.697500000002, 13596.837500000001],
[14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 9715.075, 14572.612500000001, 14572.612500000001, 14572.612500000001, 13632.195000000002, 13539.105000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 13918.697500000002, 13596.837500000001],
[9496.4525, 9496.4525, 9496.4525, 9496.4525, 9496.4525, 9496.4525, 9571.325, 9571.325, 9571.325, 9571.325, 9571.325, 9571.325, 9571.325, 9571.325, 9571.325, 9571.325, 9715.075, 9715.075, 9715.075, 9715.075, 9715.075, 9715.075, 9715.075, 9715.075, 9715.075, 9715.075, 9715.075, 4857.5375, 9715.075, 9715.075, 8774.657500000001, 8681.567500000001, 9244.1825, 9244.1825, 9244.1825, 9061.16, 8739.3],
[14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 9715.075, 14572.612500000001, 13632.195000000002, 13539.105000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 13918.697500000002, 13596.837500000001],
[14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14353.990000000002, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 14572.612500000001, 9715.075, 13632.195000000002, 13539.105000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 13918.697500000002, 13596.837500000001],
[13413.572500000002, 13413.572500000002, 13413.572500000002, 13413.572500000002, 13413.572500000002, 13413.572500000002, 13488.445000000002, 13488.445000000002, 13488.445000000002, 13488.445000000002, 13488.445000000002, 13488.445000000002, 13488.445000000002, 13488.445000000002, 13488.445000000002, 13488.445000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 13632.195000000002, 8774.657500000001, 12598.687500000002, 13161.302500000002, 13161.302500000002, 13161.302500000002, 12978.280000000002, 12656.420000000002],
[13320.482500000002, 13320.482500000002, 13320.482500000002, 13320.482500000002, 13320.482500000002, 13320.482500000002, 13395.355000000001, 13395.355000000001, 13395.355000000001, 13395.355000000001, 13395.355000000001, 13395.355000000001, 13395.355000000001, 13395.355000000001, 13395.355000000001, 13395.355000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 13539.105000000001, 12598.687500000002, 8681.567500000001, 13068.212500000001, 13068.212500000001, 13068.212500000001, 12885.190000000002, 12563.330000000002],
[13883.0975, 13883.0975, 13883.0975, 13883.0975, 13883.0975, 13883.0975, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 13161.302500000002, 13068.212500000001, 9244.1825, 13630.827500000001, 13630.827500000001, 13447.805, 13125.945],
[13883.0975, 13883.0975, 13883.0975, 13883.0975, 13883.0975, 13883.0975, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 13161.302500000002, 13068.212500000001, 13630.827500000001, 9244.1825, 13630.827500000001, 13447.805, 13125.945],
[13883.0975, 13883.0975, 13883.0975, 13883.0975, 13883.0975, 13883.0975, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 14101.720000000001, 13161.302500000002, 13068.212500000001, 13630.827500000001, 13630.827500000001, 9244.1825, 13447.805, 13125.945],
[13700.075, 13700.075, 13700.075, 13700.075, 13700.075, 13700.075, 13774.9475, 13774.9475, 13774.9475, 13774.9475, 13774.9475, 13774.9475, 13774.9475, 13774.9475, 13774.9475, 13774.9475, 13918.6975, 13918.6975, 13918.6975, 13918.6975, 13918.6975, 13918.6975, 13918.6975, 13918.6975, 13918.6975, 13918.6975, 13918.6975, 13918.6975, 13918.6975, 13918.6975, 12978.28, 12885.19, 13447.805, 13447.805, 13447.805, 9061.16, 12942.9225],
[13378.215, 13378.215, 13378.215, 13378.215, 13378.215, 13378.215, 13453.0875, 13453.0875, 13453.0875, 13453.0875, 13453.0875, 13453.0875, 13453.0875, 13453.0875, 13453.0875, 13453.0875, 13596.8375, 13596.8375, 13596.8375, 13596.8375, 13596.8375, 13596.8375, 13596.8375, 13596.8375, 13596.8375, 13596.8375, 13596.8375, 13596.8375, 13596.8375, 13596.8375, 12656.42, 12563.33, 13125.945, 13125.945, 13125.945, 12942.9225, 8739.3]
],
[
[9496.4525, 14135.3675, 14135.3675, 14135.3675, 14135.3675, 14135.3675, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 13413.5725, 13320.4825, 13883.0975, 13883.0975, 13883.0975, 13700.075, 13378.215],
[14135.3675, 9496.4525, 14135.3675, 14135.3675, 14135.3675, 14135.3675, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 13413.5725, 13320.4825, 13883.0975, 13883.0975, 13883.0975, 13700.075, 13378.215],
[14135.3675, 14135.3675, 9496.4525, 14135.3675, 14135.3675, 14135.3675, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 13413.5725, 13320.4825, 13883.0975, 13883.0975, 13883.0975, 13700.075, 13378.215],
[14135.3675, 14135.3675, 14135.3675, 9496.4525, 14135.3675, 14135.3675, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 13413.5725, 13320.4825, 13883.0975, 13883.0975, 13883.0975, 13700.075, 13378.215],
[14135.3675, 14135.3675, 14135.3675, 14135.3675, 9496.4525, 14135.3675, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 13413.5725, 13320.4825, 13883.0975, 13883.0975, 13883.0975, 13700.075, 13378.215],
[14135.3675, 14135.3675, 14135.3675, 14135.3675, 14135.3675, 9496.4525, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14210.24, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 14353.99, 13413.5725, 13320.4825, 13883.0975, 13883.0975, 13883.0975, 13700.075, 13378.215],
[14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 9571.325, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 13488.445000000002, 13395.355000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13774.947500000002, 13453.087500000001],
[14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14285.112500000001, 9571.325, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 13488.445000000002, 13395.355000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13774.947500000002, 13453.087500000001],
[14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14285.112500000001, 14285.112500000001, 9571.325, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 13488.445000000002, 13395.355000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13774.947500000002, 13453.087500000001],
[14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14285.112500000001, 14285.112500000001, 14285.112500000001, 9571.325, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 13488.445000000002, 13395.355000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13774.947500000002, 13453.087500000001],
[14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 9571.325, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 13488.445000000002, 13395.355000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13774.947500000002, 13453.087500000001],
[14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14210.240000000002, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 9571.325, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14285.112500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 14428.862500000001, 13488.445000000002, 13395.355000000001, 13957.970000000001, 13957.970000000001, 13957.970000000001, 13774.947500000002, 13453.087500000001],
